pmid,allauthors,num_label
30400934,Kwambai Titus K,13061
30400934,Kariuki Simon,10760
30400934,Samuels Aaron M,26304
30400934,Desai Meghna,5134
30400934,Ter Kuile Feiko O,28518
30400929,Oduor C O,21883
30400929,Karanja N K,10618
30400929,Onwonga R N,23189
30400929,Mureithi S M,18031
30400929,Pelster D,24525
30400916,Ng'ang'a Anne,19928
30400916,Nyangasi Mary,21109
30400916,Nkonge Nancy G,20742
30400916,Gathitu Eunice,6884
30400916,Kibachio Joseph,11384
30400916,Gichangi Peter,7119
30400916,Wamai Richard G,29917
30400916,Kyobutungi Catherine,13129
30400915,Ngaruiya Christine,20053
30400915,Abubakar Hussein,177
30400915,Kiptui Dorcas,12082
30400915,Kendagor Ann,11119
30400915,Ntakuka Melau W,20840
30400915,Nyakundi Philip,20978
30400915,Gathecha Gladwell,6870
30400910,Kendagor Anne,11120
30400910,Gathecha Gladwell,6870
30400910,Ntakuka Melau W,20840
30400910,Nyakundi Philip,20978
30400910,Gathere Samuel,6874
30400910,Kiptui Dorcas,12082
30400910,Abubakar Hussein,177
30400910,Ombiro Oren,22746
30400910,Juma Pamela,9889
30400910,Ngaruiya Christine,20053
30400906,Gathecha Gladwell Koku,6872
30400906,Ngaruiya Christine,20053
30400906,Mwai Wilfred,18761
30400906,Kendagor Ann,11119
30400906,Owondo Scholastica,24056
30400906,Nyanjau Loise,21124
30400906,Kibogong Duncan,11424
30400906,Odero Wilson,21718
30400906,Kibachio Joseph,11384
30400905,Wekesah Frederick M,30642
30400905,Nyanjau Loise,21124
30400905,Kibachio Joseph,11384
30400905,Mutua Martin K,18590
30400905,Mohamed Shukri F,16873
30400905,Ngaruiya Christine,20053
30400905,Haregu Tilahun N,8280
30400905,Asiki Gershim,1433
30400905,Kyobutungi Catherine K,13130
30400904,Mwenda Valerian,19106
30400904,Mwangi Martin,18925
30400904,Nyanjau Loise,21124
30400904,Gichu Muthoni,7145
30400904,Kyobutungi Catherine,13129
30400904,Kibachio Joseph,11384
30400901,Haregu Tilahun Nigatu,8281
30400901,Wekesah Frederick M,30642
30400901,Mohamed Shukri F,16873
30400901,Mutua Martin K,18590
30400901,Asiki Gershim,1433
30400901,Kyobutungi Catherine,13129
30400898,Mantell Joanne E,15182
30400898,Romo Matthew L,25811
30400898,Mwai Eva,18748
30400898,Nyaga Eston N,20917
30400898,Odhiambo Jacob O,21757
30400898,Kelvin Elizabeth A,11082
30400897,Gichu Muthoni,7145
30400897,Ogola Elijah,22028
30400890,Masha Simon C,15452
30400890,Sanders Eduard J,26334
30400865,Mohamed Shukri F,16873
30400865,Mwangi Martin,18925
30400865,Mutua Martin K,18590
30400865,Kibachio Joseph,11384
30400865,Hussein Abubakar,9084
30400865,Ndegwa Zachary,19564
30400865,Owondo Scholastica,24056
30400865,Asiki Gershim,1433
30400865,Kyobutungi Catherine,13129
30400858,Mohamed Shukri F,16873
30400858,Mutua Martin K,18590
30400858,Wamai Richard,29916
30400858,Wekesah Frederick,30641
30400858,Haregu Tilahun,8279
30400858,Juma Pamela,9889
30400858,Nyanjau Loise,21124
30400858,Kyobutungi Catherine,13129
30400858,Ogola Elijah,22028
30400509,Kimani Faith W,11689
30400509,Mwangi Samuel M,18944
30400509,Kwasa Benjamin J,13069
30400509,Kusow Abdi M,13011
30400509,Ngugi Benjamin K,20190
30400509,Chen Jiahao,3972
30399036,Choudhary Rewa K,4228
30399036,Wall Kristin M,29854
30399036,Njuguna Irene,20687
30399036,Pavlinac Patricia B,24464
30399036,LaCourse Sylvia M,13169
30399036,Otieno Vincent,23800
30399036,Gatimu John,6910
30399036,Stern Joshua,27929
30399036,Maleche-Obimbo Elizabeth,14994
30399036,Wamalwa Dalton,29925
30399036,John-Stewart Grace,9704
30399036,Cranmer Lisa M,4662
30399035,Fayorsey Ruby N,6159
30399035,Wang Chunhui,30088
30399035,Chege Duncan,3904
30399035,Reidy William,25446
30399035,Syengo Masila,28216
30399035,Owino Samuel O,24029
30399035,Koech Emily,12457
30399035,Sirengo Martin,27429
30399035,Hawken Mark P,8432
30399035,Abrams Elaine J,160
30398953,Shangani Sylvia,26947
30398953,Naanyu Violet,19254
30398953,Operario Don,23343
30398953,Genberg Becky,6992
30398948,Sayed Shahin,26508
30398948,Field Andrew,6272
30398948,Rajab Jamilla,25213
30398948,Mutuiri Anderson,18605
30398948,Githanga Jessie,7364
30398948,Mungania Mary,17900
30398948,Okinda Nancy,22337
30398948,Moloo Zahir,16944
30398948,Abdillah Abubakar,64
30398948,Ayara Brian,1643
30398948,Chesori Erick,4103
30398948,Muthua Julia,18464
30398948,Obosy Leah,21437
30398948,Massawa Thaddeus,15510
30398948,Obiero Okoth,21388
30398948,Kagotho Elizabeth,10076
30398948,Shikuku Peter K,27097
30398948,Gachii Andrew K,6652
30398948,Migide Eunida,16523
30398948,Muninzwa Donstefano,17919
30398948,Dawsey Sanford M,4952
30398948,Muchiri Lucy,17330
30398396,Barasa Edwine,1949
30398396,Rogo Khama,25776
30398396,Mwaura Njeri,19082
30398396,Chuma Jane,4263
30396436,Adam Rodney Dean,306
30395142,Ojji Dike,22177
30395142,Ogola Elijah,22028
30395142,Otieno Harun,23739
30395142,Bukachi Fred,3293
30395142,Gitura Bernard,7465
30395142,Kitio Brice,12271
30395142,Shutte Aletta E,27182
30395142,Weber Michael,30565
30395142,Delles Christian,5067
30395142,Gamra Habib,6777
30393414,Vanlauwe Bernard,29323
30393059,Warfa Khadija,30361
30393059,Duggan Máire A,5473
30393059,Nation Jill,19467
30393059,Chu Pamela,4253
30393059,Nelson Gregg,19821
30393059,Glaze Sarah,7487
30393059,Mateshaytis Jennifer,15556
30393059,Ghatage Prafull,7069
30391687,Wolf Hilary T,31068
30391687,Chelliah Shantha S,3946
30391687,Ong'wen Patricia,23083
30391687,Tepper Vicki,28515
30391687,Kwena Zachary A,13090
30391687,Cohen Craig R,4407
30390630,Kemunto Naomi,11116
30390630,Mogoa Eddy,16841
30390630,Osoro Eric,23586
30390630,Bitek Austin,2646
30390630,Kariuki Njenga M,10746
30390630,Thumbi S M,28729
30389915,Wu Shan,31179
30389915,Lau Kin H,13437
30389915,Cao Qinghe,3593
30389915,Hamilton John P,8176
30389915,Sun Honghe,28141
30389915,Olukolu Bode A,22642
30389915,Wang Haiyan,30101
30389915,Crisovan Emily,4679
30389915,Godden Grant T,7524
30389915,Jiao Chen,9659
30389915,Wang Xin,30119
30389915,Kitavi Mercy,12249
30389915,Manrique-Carpintero Norma,15175
30389915,Vaillancourt Brieanne,29240
30389915,Wiegert-Rininger Krystle,30848
30389915,Bao Kan,1933
30389915,Schaff Jennifer,26534
30389915,Ghislain Marc,7083
30389915,Jiang Jiming,9652
30389915,Yencho G Craig,31351
30389915,Buell C Robin,3281
30389915,Fei Zhangjun,6176
30389223,Omosa Leonidah K,22919
30389223,Midiwo Jacob O,16518
30388655,Gituru Robert Wahiti,7470
30388277,Rafferty Hannah,25172
30388277,Chirro Oscar,4177
30388277,Oduor Clifford,21889
30388277,Wahome Elizabeth,29679
30388277,Ngoi Caroline,20143
30388277,van der Elst Elise,31848
30388277,Berger René,2383
30388277,Graham Susan M,7742
30388277,Sanders Eduard J,26334
30388145,Nyasani Delvin Kwamboka,21149
30388145,Mutua Gaudensia Nzembi,18583
30388145,Sajabi Rose Miroyo,26214
30388145,Ng'ang'a Jane Wairimu,19941
30388145,Gachie John Ndungu,6646
30388145,Maina Amos Macharia,14707
30388145,Lusike Laura Lunani,14238
30388145,Anzala Aggrey Omu,1266
30388145,Manyonyi Gloria Omosa,15197
30386644,Grace Delia,7728
30384907,Akutse Komivi Senyo,715
30383786,Musyoki Helgar,18322
30383786,Malaba Serah,14965
30383771,Tanga Chrysantus Mbi,28343
30383771,Mohamed Samira A,16868
30383771,Salifu Daisy,26240
30383771,Sevgan Subramanian,26865
30383771,Fiaboe Komi K M,6264
30383771,Niassy Saliou,20323
30383771,Ekesi Sunday,5710
30383238,Cheruiyot Juliana,4077
30383238,Njoki Jane,20582
30383238,Kimani Makobu,11711
30381933,Nziok Japheth M,21255
30381933,Korir Agnes J,12640
30381933,Ombaka James H,22722
30381933,Ouma James O,23913
30381933,Onyango Rosebella O,23279
30380077,Bii Christine,2554
30379674,Alexander Louise A,791
30379674,Newton Mark W,19909
30379674,McEvoy Kendall G,16132
30379674,Newton Micah J,19910
30379674,Mungai Mary,17892
30379674,DiMiceli-Zsigmond Mary,5190
30379674,Sileshi Bantayehu,27259
30379674,Watkins Scott C,30487
30379674,McEvoy Matthew D,16133
30376906,Aseta Antony,1412
30376872,Larson Bruce A,13406
30376872,Bii Margaret,2560
30376872,Tsikhutsu Isaac,29045
30376872,Halim Nafisa,8117
30376872,Wolfman Vanessa,31078
30376872,Coakley Peter,4376
30376872,Sugut William,28094
30376872,Sawe Fredrick,26493
30376866,Kariuki Simon,10760
30376866,Dutta Sheetij,5552
30376866,Valim Clarissa,29255
30376843,Muiruri Peninah,17577
30376843,Juma Denis W,9861
30376843,Ingasia Luicer A,9241
30376843,Chebon Lorna J,3896
30376843,Opot Benjamin,23399
30376843,Ngalah Bidii S,20002
30376843,Cheruiyot Jelagat,4076
30376843,Andagalu Ben,1109
30376843,Akala Hoseah M,620
30376843,Nyambati Venny C S,21016
30376843,Ng'ang'a Joseph K,19944
30376843,Kamau Edwin,10278
30374465,Kaur Kamaljit,10947
30374174,Koerner Sally E,12493
30374174,Smith Melinda D,27571
30374174,Burkepile Deron E,3367
30374174,Avolio Meghan L,1573
30374174,Knapp Alan K,12383
30374174,Lemoine Nathan P,13632
30374174,Forrestel Elisabeth J,6441
30374174,Eby Stephanie,5604
30374174,Anderson T Michael,1157
30374174,Beard Karen H,2197
30374174,Beever Erik A,2253
30374174,Bohlen Patrick J,2787
30374174,Boughton Elizabeth H,2935
30374174,Canestro Don,3585
30374174,D'Antonio Carla M,4771
30374174,Fernandez-Going Barbara,6232
30374174,Goheen Jacob R,7559
30374174,Knops Johannes M H,12406
30374174,Kulmatiski Andrew,12890
30374174,Milchunas Dan G,16555
30374174,Nehring Kyle C,19798
30374174,Palmer Todd M,24244
30374174,Riginos Corinna,25593
30374174,Schoenecker Kathryn A,26615
30374174,Stahlheber Karen A,27818
30374174,Strong Dustin J,28040
30374174,Tyler Claudia,29147
30374174,Veblen Kari E,29348
30374174,Vermeire Lance T,29397
30374174,Ward David,30345
30374174,Young Truman P,31430
30374174,Zelikova Tamara Jane,31523
30374168,Kartzinel Tyler R,10783
30374168,Pringle Robert M,25019
30374168,Dunn Robert R,5520
30373538,Laigong Paul,13223
30372772,Harrison Margo S,8326
30372772,Carlo Waldemar A,3623
30372772,Krebs Nancy F,12803
30372772,Hambidge K Michael,8156
30372772,Derman Richard J,5127
30372772,Hibberd Patricia L,8626
30372772,Esamai Fabian,5921
30372772,Bauserman Melissa,2160
30372772,Bose Carl L,2894
30372772,Buekens Pierre,3279
30372772,Moore Janet L,17028
30372772,Wallace Dennis D,29859
30372772,Miodovnik Menachem,16665
30372772,Koso-Thomas Marion,12721
30372772,McClure Elizabeth M,16089
30372772,Goldenberg Robert L,7573
30372440,King Sarah,11858
30371344,Okiro E A,22346
30369877,Etenyi Jilian O,5987
30369877,Okalebo Faith A,22220
30369877,Oluka Margaret,22638
30369877,Sinei Kipruto A,27366
30369877,Osanjo George O,23527
30369877,Opanga Sylvia,23333
30369684,Cunneyworth Pamela M K,4741
30369684,Presotto Andrea,24988
30368651,Oketch Sandra Y,22308
30368651,Bukusi Elizabeth,3312
30368105,Wanyama Roseline,30287
30365213,Akech Samuel,633
30365213,Ayieko Phillip,1673
30365213,Irimu Grace,9316
30365213,English Mike,5876
30364347,Fanou Lucie Ayi,6095
30364347,Balmes John,1890
30364347,Wanjiku Jacqueline,30240
30364347,Ale Boni Maxime,773
30364345,McConnell Margaret,16092
30364345,Rothschild Claire Watt,25941
30364345,Ettenger Allison,5995
30364345,Muigai Faith,17553
30364345,Cohen Jessica,4409
30364327,Kariger Patricia,10664
30364327,McCoy Dana,16099
30364327,Abubakar Amina,175
30364326,O'Meara Patrick,21312
30364326,McDonald Clement J,16116
30364326,Ogot Kelvin,22065
30364326,Antani Sameer,1238
30364326,Abuya Joseph,216
30364326,Kohli Marc,12515
30364216,Mujibi Fidalis D N,17610
30364216,Cheruiyot Evans,4069
30364216,Mwai Okeyo A,18757
30363165,Kamanda Martin Ian,10241
30363165,Mathenge Muriithi Ian,15595
30361640,Mandaliya Kishor,15094
30360642,Ondenge Kenneth,23008
30360527,Carter Nicholas H,3672
30360527,Avery Andrew H,1571
30360527,Libes Jaime,13790
30360527,Lovvorn Harold N,14098
30360527,Hansen Erik N,8242
30360454,Grace Delia,7728
30359223,Kiplagat Jepchirchir,12019
30357971,Gathara David,6861
30357971,Mwaniki Ann,18979
30357971,Nabea Grace,19260
30357971,Mwachiro Jacintah,18729
30357971,Abuya Nancy,217
30357413,Were Mariam,30717
30357413,Were Hassan,30707
30356953,Mutiso Victoria N,18532
30356953,Gitonga Isaiah,7441
30356953,Musau Abednego,18212
30356953,Musyimi Christine W,18305
30356953,Nandoya Eric,19384
30356953,Rebello Tahilia J,25384
30356953,Pike Kathleen M,24733
30356953,Ndetei David M,19594
30355318,Kemoli Arthur,11097
30355318,Mulli Tonnie,17758
30355058,Ondenge Ken,23007
30355058,Odero Isdorah,21704
30355058,Awuonda Eucabeth,1621
30355058,Omoro Tereza,22917
30355058,Kibogo Michael,11423
30355058,Otieno George,23728
30355058,Ongwena Pauline,23140
30353358,Chalo Mutiso Patrick B,3782
30351408,Kisangau E N,12197
30351408,Awour A,1616
30351408,Juma B,9854
30351408,Odhiambo D,21733
30351408,Muasya T,17284
30351408,Kiio S N,11560
30351408,Too R,28902
30351408,Lowther S A,14114
30350770,Bell David,2299
30350770,Hunt Victoria,9048
30350770,Stone Shannon,28002
30348934,Musila Simon,18250
30348934,Webala Paul W,30552
30348934,Patterson Bruce D,24433
30348934,Mwangi Geoffrey,18882
30348934,Chen Zhong-Zheng,3994
30348934,Jiang Xue-Long,9657
30348933,Mwebi Ogeto,19092
30348933,Nguta Esther,20274
30348933,Onduso Veronica,23048
30348933,Nyakundi Ben,20969
30348933,Kioko Esther N.,11983
30348785,Lindsey Peter A,13903
30348785,Miller Jennifer R B,16586
30348785,Petracca Lisanne S,24650
30348785,Fitzgerald Kathleen H,6332
30348785,Funston Paul J,6603
30348785,Henschel Philipp,8558
30348785,Kasiki Samuel,10842
30348785,Plumptre Andrew J,24834
30348785,Stevens Riko,27944
30348785,Hunter Luke T B,9056
30346752,Kirwa Hillary K,12191
30346752,Murungi Lucy K,18186
30346752,Beck John J,2218
30346752,Torto Baldwyn,28938
30345938,Mutiso V N,18530
30345938,Pike K M,24731
30345938,Musyimi C N,18302
30345938,Rebello T J,25382
30345938,Tele A,28480
30345938,Gitonga I,7440
30345938,Ndetei D M,19592
30345381,Mpoya Ayub,17250
30344883,Ondari Joshua,22999
30344883,Kinyanjui James,11930
30344883,Miano Paul,16466
30344883,Sang Edward,26368
30344883,Oburu Ezekiel,21467
30344883,Maru Michael,15394
30344870,Oyugi Julius,24171
30342523,Ngechu Ruth,20066
30342074,Alfred Martin Omondi,798
30341233,Masha Simon Chengo,15453
30341233,Sanders Eduard J,26334
30341136,Newton Charles R J C,19903
30341116,Madete June,14544
30341116,Otsyeno Fred,23836
30341116,Mutiso Vincent,18533
30341116,Atinga John,1506
30340547,Riang'a Roselyter Monchari,25524
30340547,Nangulu Anne Kisaka,19397
30340497,Ravishankar Nirmala,25348
30340162,Carter Jane Y,3666
30339371,Kitur Stanley,12293
30339371,Wachira Lucy,29572
30339371,Kamau Luna,10306
30339188,Gumba Horace,7939
30339188,Musyoki Jennifer,18324
30339188,Mosobo Moses,17170
30337952,Anjuri Dorothy,1224
30337952,Ndogoni Lincoln,19659
30337597,Kimaro Mlacha Sheila Z,11745
30337597,Warira Anne,30375
30337597,Gatakaa Hellen,6849
30337597,Scott J Anthony G,26707
30333810,Lane Brett,13317
30333810,Sharma Sandeep,26985
30333810,Niu Chenxing,20371
30333810,Maina Angeline W,14708
30333810,Wagacha John M,29636
30333810,Bluhm Burton H,2735
30333810,Woloshuk Charles P,31083
30333022,Premji Zul,24977
30332403,Kimani Bridget W,11677
30332403,Mbugua Amos K,15912
30332403,Kihara Jimmy H,11523
30332403,Ng'ang'a Murima,19952
30332403,Njomo Doris W,20590
30329082,Schryer-Roy Anne-Marie,26645
30327277,Shah Pooja,26922
30327277,Ayuku David,1702
30327277,Makori Dominic,14934
30327277,Kamaara Eunice,10229
30327277,Choge Emily,4199
30327277,Nyairo Joyce,20958
30327277,Abuya Pamela,218
30327277,Wahome Mary,29684
30327277,Wachira Juddy,29569
30326821,Meyer Sarah R,16443
30326821,Robinson W Courtland,25713
30326821,Branchini Casey,3016
30326821,Abshir Nada,166
30326821,Decker Michele R,5035
30325924,Omuse Geoffrey,22956
30325924,Revathi Gunturu,25504
30325924,Adam Rodney D,305
30325767,van Santen Daniela K,31813
30325767,van der Helm Jannie J,31852
30325767,Sanders Eduard,26333
30325767,Prins Maria,25022
30325767,Geskus Ronald B,7037
30324801,Oyungu Eren,24178
30323854,Mochache Kingi,16804
30323854,Mathai Muthoni,15566
30323854,Gachuno Onesmus,6668
30323854,Vander Stoep Ann,29314
30323854,Kumar Manasi,12901
30322586,Temmerman Marleen,28492
30322586,Mohiddin Abdu,16902
30322586,Wanyonyi Sikolia Z,30325
30322585,Kennedy Holly Powell,11146
30322585,Temmerman Marleen,28492
30322584,Temmerman Marleen,28492
30321232,Shah Jasmit,26906
30321181,Mulwa Francis,17785
30321181,Lutomiah Joel,14254
30321181,Chepkorir Edith,4025
30321181,Okello Samwel,22274
30321181,Eyase Fredrick,6038
30321181,Tigoi Caroline,28774
30321181,Kahato Michael,10095
30321181,Sang Rosemary,26381
30321062,Waweru-Siika Wangari,30533
30319064,Ong'udi Maryanne,23079
30319064,Mutai Pegotty,18352
30319064,Weru Irene,30744
30319046,Groves Allison K,7869
30319046,Hallfors Denise D,8134
30319046,Iritani Bonita J,9320
30319046,Rennie Stuart,25482
30319046,Odongo Fredrick S,21833
30319046,Kwaro Daniel,13067
30319046,Amek Nyaguara,974
30319046,Luseno Winnie K,14234
30319032,Ogalo Edith A,21961
30319032,Adina Japheth O,387
30319032,Ooko Hesbon,23320
30319032,Batuka James,2131
30319032,Kimaiyo Sylvester,11663
30319030,Apondi Edith,1291
30319030,Nyandiko Winstone M,21090
30319030,Ombitsa Ananda R,22748
30319030,Aluoch Josephine,908
30318015,Yu Xiaoyu,31446
30318015,Gimnig John,7263
30318015,Lobo Neil F,13989
30318015,Ochomo Eric,21611
30318015,Munga Stephen,17865
30318015,Ombok Maurice,22753
30318015,Samuels Aaron,26303
30317109,Dang-Xuan Sinh,4842
30317109,Nguyen-Viet Hung,20298
30317109,Pham-Duc Phuc,24677
30317109,Unger Fred,29194
30317109,Tran-Thi Ngan,28984
30317109,Grace Delia,7728
30314793,Stuke Kristin,28057
30314791,Dulu Thomas Daido,5486
30314783,Muloi Dishon,17766
30314783,Alarcon Pablo,746
30314783,Ombui Jackson,22759
30314783,Ngeiywa Kisa J,20068
30314783,Abdullahi Bulle,87
30314783,Muinde Patrick,17559
30314783,Karani Maurice K,10590
30314783,Fèvre Eric M,6618
30313752,Tanga Chrysantus M,28342
30313752,Magara Henlay J O,14596
30313752,Ayieko Monica A,1670
30313752,Copeland Robert S,4553
30313752,Khamis Fathiya M,11255
30313752,Mohamed Samira A,16868
30313752,Ombura Fidelis L O,22766
30313752,Niassy Saliou,20323
30313752,Subramanian Sevgan,28076
30313752,Fiaboe Komi K M,6264
30313752,Roos Nanna,25861
30313752,Ekesi Sunday,5710
30313752,Hugel Sylvain,8993
30312904,Abay Kibrom A,22
30312904,Amare Mulubrhan,942
30312417,Smith Nicholas A,27573
30312417,Baresel Paul C,1993
30312417,Jackson Conner L,9440
30312417,Ogolla Sidney,22049
30312417,Toko Eunice N,28837
30312417,Heit Sara,8506
30312417,Sumba Odada P,28126
30312417,Colborn Kathryn L,4436
30312417,Rochford Rosemary,25720
30312309,Zerfu Taddese Alemu,31534
30311515,Memiah Peter,16352
30311515,Ah Mu Tristi,551
30311515,Prevot Kourtney,24996
30311515,Cook Courtney K,4531
30311515,Mwangi Michelle M,18929
30311515,Mwangi E Wairimu,18872
30311515,Owuor Kevin,24077
30311117,Ndunda Elizabeth N,19710
30311117,Madadi Vincent O,14537
30311117,Wandiga Shem O,30083
30309787,Finocchario-Kessler Sarah,6303
30309787,Gautney Brad,6938
30309787,Cheng AnLin,3999
30309787,Wexler Catherine,30787
30309787,Maloba May,15029
30309787,Nazir Niaman,19493
30309787,Khamadi Samoel,11246
30309787,Lwembe Raphael,14284
30309787,Brown Melinda,3197
30309787,Odeny Thomas A,21678
30309787,Dariotis Jacinda K,4868
30309787,Sandbulte Matthew,26317
30309787,Mabachi Natabhona,14337
30309787,Goggin Kathy,7551
30309738,Schwan Tom G,26671
30309738,Lopez Job E,14072
30309738,Teel Pete,28468
30309738,Pérez de León Adalberto A,25079
30309738,Sonenshine Daniel E,27676
30309738,Egekwu Noble I,5655
30309738,Kanduma Esther G,10434
30309402,Odwe George,21920
30309402,Mumah Joyce,17793
30309402,Obare Francis,21351
30309402,Wamukoya Marylene,30030
30309402,Casterline John,3698
30309343,Muendo Catherine,17384
30309343,Laving Ahmed,13452
30309343,Kumar Rashmi,12909
30309343,Osano Boniface,23532
30309343,Egondi Thaddaeus,5666
30309343,Njuguna Pamela,20707
30308064,Konongoi Samson Limbaso,12621
30308064,Nyunja Albert,21235
30308064,Ofula Victor,21931
30308064,Owaka Samuel,23973
30308064,Koka Hellen,12533
30308064,Koskei Edith,12713
30308064,Eyase Fredrick,6038
