Pmid 	 Journal 	 Year 	 Month
7806249	Hybridoma	1994	8
7808475	Molecular and biochemical parasitology	1994	8
7810385	Acta tropica	1994	9
7811863	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	1994	9
7817017	Research in veterinary science	1994	9
7818804	Biotechnology and applied biochemistry	1994	12
7821237	East African medical journal	1994	10
7821238	East African medical journal	1994	10
7821239	East African medical journal	1994	10
7821240	East African medical journal	1994	10
7821241	East African medical journal	1994	10
7821245	East African medical journal	1994	10
7821254	East African medical journal	1994	10
7821400	Experimental parasitology	1995	2
7821972	Immunology	1994	9
7822014	Infection and immunity	1995	2
7828493	East African medical journal	1994	7
7828500	East African medical journal	1994	7
7830382	Laboratory animals	1994	10
7831093	Parasitology	1994	12
7831759	Veterinary research communications	1994	1
7831760	Veterinary research communications	1994	1
7831761	Veterinary research communications	1994	1
7834266	Disasters	1994	12
7834399	Journal of acquired immune deficiency syndromes and human retrovirology : official publication of the International Retrovirology Association	1995	2
7834402	Journal of acquired immune deficiency syndromes and human retrovirology : official publication of the International Retrovirology Association	1995	2
7835251	East African medical journal	1994	6
7835252	East African medical journal	1994	6
7835255	East African medical journal	1994	6
7835258	East African medical journal	1994	6
7835263	East African medical journal	1994	6
7835265	East African medical journal	1994	6
7839928	African journal of medicine and medical sciences	1993	12
7841491	Medical and veterinary entomology	1994	10
7841497	Medical and veterinary entomology	1994	10
7846527	Science (New York, N.Y.)	1995	2
7846562	Social science & medicine (1982)	1994	12
7846852	Veterinary parasitology	1994	8
7856710	American journal of obstetrics and gynecology	1995	2
7858715	Journal of chromatography. B, Biomedical applications	1994	10
7859661	East African medical journal	1994	11
7859664	East African medical journal	1994	11
7863267	Scandinavian journal of immunology	1995	2
7867140	Bulletin of the World Health Organization	1994	1
7867542	East African medical journal	1994	8
7867545	East African medical journal	1994	8
7867546	East African medical journal	1994	8
7867549	East African medical journal	1994	8
7871925	Acta biologica Hungarica	1993	1
7875086	East African medical journal	1994	9
7875087	East African medical journal	1994	9
7875090	East African medical journal	1994	9
7875092	East African medical journal	1994	9
7875095	East African medical journal	1994	9
7875098	East African medical journal	1994	9
7875100	East African medical journal	1994	9
7876618	The Journal of infectious diseases	1995	3
7877852	Parasite immunology	1993	9
7879376	Veterinary parasitology	1994	11
7879377	Veterinary parasitology	1994	11
7881276	Journal of trace elements and electrolytes in health and disease	1994	6
7886753	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
